Company name,Booth,Website,Website link,Company info
BLUPURA SRL,-,http://www.blupura.com,http://www.blupura.com,"BLUPURA is the Italian manufacturer of eco-friendly PoU watercoolers, 1st on the market to offer natural refrigerant gases (HC hydrocarbons), which do not contribute to global warming. Known as the Hospitality Specialist, Blupura offers a wide range of products, 100% made in Italy with high quality materials such as stainless steel and aluminum, that satisfies also the all other sectors: office, domestic and outdoor/indoor vending. Our water coolers can supply from a minimum of 20lt/h up to 280lt/h of cold still water, cold sparkling water and hot water."
BOERGER PUMPS ASIA PTE LTD,B2-L05,http://www.boerger.com,http://www.boerger.com,"Boerger GmbH, a worlds leading manufacturer of Rotary Lobe Pumps and Macerating Technologies - internationally renowned as the most innovation-driven pump manufacturer in the history of Rotary Lobe Pumps. Global offices had been established in around 70 countries till date, having Boerger Pumps Asia Pte Ltd as the Regional Headquarter for Asia Pacific Region since 1997. 

With pumping volumes up to 1,500m³/h in 25 pump sizes, Boerger Rotary Lobe Pump provides a wide selection catered for various Industries. The Macerating Technologies includes the Multicrusher, Multichopper and Rotorrake, which provide efficient chopping operations, ensuring the downstream machines and pumps operate smoothly."
BOMBAS IDEAL SOCIEDAD ANONIMA,B2-M22,http://www.bombasideal.com,http://www.bombasideal.com,NA
BRITISH WATER,B2-T30,http://www.britishwater.co.uk,http://www.britishwater.co.uk,"British Water is the lead organisation for the UK water and wastewater industry, representing 200 of the most active companies in the sector.
The UK water industry has more than 150 years experience in managing and delivering water and wastewater assets and in providing technologies and services. Skills attained have been shared and developed worldwide in areas such as water and wastewater treatment; regulation; risk and asset management; project delivery; legal and contractual negotiations; specialist training and research; and operational efficiency.
British Water is delighted to be supporting IWS for the 6th year running. The UK pavilion will showcase a range of"
BUCKMAN,B2-J22,http://www.buckman.com,http://www.buckman.com,"Buckman is completely committed to helping our customers succeed, regardless of the challenges in the industry they operate. To fulfill that commitment, we surround our rigorously trained industry experts with the highest-quality chemicals, the latest smart technology and advanced data analysis. All focused on helping our customers operations improve productivity, increase profitability and ensure safety, compliance and sustainability. 
Thats more than chemistry. Thats Chemistry, connected. 

Visit us at Booth B2-J22 to learn more about ECHOWISE, the advance process control with sonar-based technology, Recovery Boiler Advisor for leak detection, and various chemicals for process improvement and water treatment."
BUDAPEST WATERWORKS,-,http://www.vizmuvek.hu,http://www.vizmuvek.hu,"Budapest Waterworks, established in 1868, supplies healthy potable water of acknowledged quality to more than 2 million people in the Hungarian capital. BWW deals with potable water treatment, water production, network operation and water supply as well as wastewater drainage, treatment and the related services. Using our professional experience we have developed our mobile water purification systems.
Negotiations and contracts are underway in many European and Asian countries, from Sri Lanka and Indonesia to Albania, in the fields of consultation and construction agreements."
BURKERT SINGAPORE PTD LTD,B2-Q08,http://www.burkert.com.sg,http://www.burkert.com.sg,"Bürkert Fluid Control Systems is one of the world's leading manufacturers of measuring, control and regulating systems for fluids and gases. Bürkert products are used in a wide range of industries and applications  Water, Hygienic, Microfluidic and Gas. 

With a portfolio of more than 30,000 products, Bürkert is the only supplier to offer all fluid control system components: solenoid valves to process and analytical valves, pneumatic actuators and sensors. The company, headquarters in Ingelfingen Germany, has a sales network in 36 countries with 5 system houses in Germany, China and USA, Bürkert continuously develops customized solutions and innovative products."
BWT HOH A/S,L1-L30,http://www.bwt.dk,http://www.bwt.dk,"The Best Water Technology Group (BWT) is Europe's leading water technology company. Almost everywhere, when it comes to water, BWTs trend-setting, economical and ecological products are used for the treatment of drinking water, mineral water and ultrapure water for the pharmaceutical industry; water for swimming pools; heating and process water; boiler and cooling water; sea water desalination. BWT has evolved into a technology and market leader in Europe, thanks to wide-ranging innova¬tions that guarantee maximum safety, hygiene and health in our daily use of water  precious elixir of life."
CAMBI GROUP AS,B2-D02,http://-,http://-,"Cambi is a leading provider of technology for the conversion of sludge to renewable energy and high-quality biosolids. The company founded in 1989, has offices in 9 countries. 63 plants committed to the CambiTHP® process in the 21 countries, Cambi serves more than 70 million people around the globe."
CAMBRIDGE CONSULTANTS,B2-P05,http://www.cambridgeconsultants.com,http://www.cambridgeconsultants.com,"Cambridge Consultants develops breakthrough products, creates intellectual property, and provides business consultancy in technology-critical issues for clients worldwide. For over 50 years, the company has been helping its clients turn business opportunities into commercial successes. With a team of more than 800 staff, including engineers, scientists, mathematicians and designers, in offices in Cambridge (UK), Boston (USA), Singapore and Japan, Cambridge Consultants offers solutions across a diverse range of industries including industrial & energy, consumer products, medical technology, and wireless communications. For more information, visit: www.CambridgeConsultants.com"
"CANATURE HUAYU ENVIRONMENTAL PRODUCTS CO.,LTD",B2-R32,http://www.hytank.com,http://www.hytank.com,"Canature Huayu Environmental Products Co.,Ltd is a professional water treatment
products manufacturer.
We are specializing in water treatment equipment and related accessories, including FRP
tank,brine tank,dosing tank,water storage tank, water distributor,water filter, water
softener, diaphragm valve, controller etc. With 20 years development, we have been
engaged in production, manufacture and marketing of whole series of FRP pressure tank.
We have different sizes of pressure tanks from Diameter 6 to 72 inch, all the products are
made and tested according to international standard which have passed NSF and CE
certification."
